content_id,source_id,source_title,content_type,content_text,created_at,like_count,rule_topic_label,rule_topic_confidence,rule_topic_reason,topic_label,topic_confidence,topic_reason,topic_matched_keywords,topic_candidate_labels,llm_topic_label,llm_topic_confidence,llm_topic_reason,need_review,label_method
bilibili_comment:274636672241,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,一个理想主义者的奋斗故事,2025-09-14T15:04:58+08:00,18,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,luoyonghao_persona,0.75,LLM校正：提及理想主义者，结合视频标题与罗永浩相关，属于老罗人物主题。,,,luoyonghao_persona,0.75,提及理想主义者，结合视频标题与罗永浩相关，属于老罗人物主题。,true,rule+llm
bilibili_comment:274637461153,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,合肥16块的大肉饭,2025-09-14T15:13:54+08:00,66,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：提及合肥大肉饭，与西贝事件无关。,,,other_unclear,0.5,提及合肥大肉饭，与西贝事件无关。,true,rule+llm
bilibili_comment:274638094433,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,reply,你是没看视频么？这就不是他直播的技术团队,2025-09-14T15:22:24+08:00,12,luoyonghao_persona,0.75,规则命中 luoyonghao_persona 关键词：直播。,luoyonghao_persona,0.85,LLM校正：明确提到直播及技术团队，与罗永浩相关,"{""luoyonghao_persona"": [""直播""]}",luoyonghao_persona,luoyonghao_persona,0.85,明确提到直播及技术团队，与罗永浩相关,false,rule+llm
bilibili_comment:274642205793,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,你老板这辈子有了[支持],2025-09-14T16:14:35+08:00,71,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.8,LLM校正：无明显实质主题，属调侃,,,other_unclear,0.8,无明显实质主题，属调侃,true,rule+llm
bilibili_comment:274643018097,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,一桌菜只有客人是现宰的[大哭],2025-09-14T16:25:10+08:00,10287,prepared_food_authenticity,0.75,规则命中 prepared_food_authenticity 关键词：现宰。,prepared_food_authenticity,0.9,LLM校正：关键词'现宰'，讨论食材新鲜度,"{""prepared_food_authenticity"": [""现宰""], ""mockery_meme"": [""大哭"", ""现宰""]}","prepared_food_authenticity,mockery_meme",prepared_food_authenticity,0.9,关键词'现宰'，讨论食材新鲜度,true,rule+llm
bilibili_comment:274643430497,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,莫名被内涵到。,2025-09-14T16:30:16+08:00,253,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.7,LLM校正：无法明确归类,,,other_unclear,0.7,无法明确归类,true,rule+llm
bilibili_comment:274643876033,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,第一眼，43元的炒鸡也不贵啊，仔细一看，什么！鸡蛋！长见识了，老家的土鸡蛋都不敢这么贵,2025-09-14T16:35:06+08:00,697,price_value,0.75,规则命中 price_value 关键词：贵。,price_value,0.9,LLM校正：讨论价格贵不贵,"{""price_value"": [""贵""]}",price_value,price_value,0.9,讨论价格贵不贵,false,rule+llm
bilibili_comment:274644526577,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,西贝供应商，鉴定完毕,2025-09-14T16:42:48+08:00,90,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.75,LLM校正：未明确主题,,,other_unclear,0.75,未明确主题,true,rule+llm
bilibili_comment:274645591361,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,你这俩菜都不够人贾老板家一盘炒鸡蛋的,2025-09-14T16:57:09+08:00,274,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.7,LLM校正：调侃贾老板，实质不明确,,,other_unclear,0.7,调侃贾老板，实质不明确,true,rule+llm
bilibili_comment:274645942209,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,一般馒头都是75克湿面一个，大概是50克干面。五得利五星面粉价格是一块五一斤。一个馒头一毛五的面钱。五得利五星粉就是很好很好的面了。,2025-09-14T16:58:38+08:00,24,price_value,0.9,"规则命中 price_value 关键词：价格, 馒头。",price_value,0.9,LLM校正：分析馒头价格成本,"{""price_value"": [""价格"", ""馒头""]}",price_value,price_value,0.9,分析馒头价格成本,false,rule+llm
bilibili_comment:274647549793,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,鸡熬不住了让鹰来,2025-09-14T17:17:50+08:00,38,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.65,LLM校正：玩梗，无实质,,,other_unclear,0.65,玩梗，无实质,true,rule+llm
bilibili_comment:274649097281,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,西贝在自救跟自证之间选择了自杀[笑哭],2025-09-14T17:35:22+08:00,369,brand_pr_crisis,0.75,规则命中 brand_pr_crisis 关键词：自证。,brand_pr_crisis,0.85,LLM校正：关键词'自证'，涉及品牌公关,"{""brand_pr_crisis"": [""自证""]}",brand_pr_crisis,brand_pr_crisis,0.85,关键词'自证'，涉及品牌公关,false,rule+llm
bilibili_comment:274669476337,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,你这个结论很早就有了，不过很对,2025-09-14T21:10:53+08:00,187,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.7,LLM校正：无明确主题,,,other_unclear,0.7,无明确主题,true,rule+llm
bilibili_comment:274670333825,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,我们方便面都是现做的[doge_金箍],2025-09-14T21:19:56+08:00,49,prepared_food_authenticity,0.6,规则命中 prepared_food_authenticity 关键词：现做。,prepared_food_authenticity,0.9,LLM校正：关键词'现做'，讨论预制,"{""prepared_food_authenticity"": [""现做""], ""mockery_meme"": [""doge""]}","prepared_food_authenticity,mockery_meme",prepared_food_authenticity,0.9,关键词'现做'，讨论预制,true,rule+llm
bilibili_comment:274680150929,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,有一说一老罗还是可以的，,2025-09-14T23:02:25+08:00,6,luoyonghao_persona,0.75,规则命中 luoyonghao_persona 关键词：老罗。,luoyonghao_persona,0.9,LLM校正：关键词'老罗',"{""luoyonghao_persona"": [""老罗""]}",luoyonghao_persona,luoyonghao_persona,0.9,关键词'老罗',false,rule+llm
bilibili_comment:274685372065,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,715干32年，这不得熬成人干？这个钱该你赚。,2025-09-14T23:59:57+08:00,21,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.75,LLM校正：暗讽，主题不明确,,,other_unclear,0.75,暗讽，主题不明确,true,rule+llm
bilibili_comment:274686159985,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,那你怎么保证食材呢？像西贝这种，有些就是食材冷冻，但是没加调料，需要二次加工的，那咋整？╮(╯＿╰)╭,2025-09-15T00:12:33+08:00,96,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：冷冻, 食材。",prepared_food_authenticity,0.85,LLM校正：讨论食材冷冻与加工,"{""prepared_food_authenticity"": [""冷冻"", ""食材""]}",prepared_food_authenticity,prepared_food_authenticity,0.85,讨论食材冷冻与加工,false,rule+llm
bilibili_comment:274686494097,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,reply,肯德基麦当劳还没这个西北贝的馒头贵[笑哭],2025-09-15T00:14:00+08:00,12,price_value,0.75,"规则命中 price_value 关键词：贵, 馒头, 麦当劳, 肯德基。",price_value,0.9,LLM校正：比较馒头价格,"{""price_value"": [""贵"", ""馒头"", ""麦当劳"", ""肯德基""], ""catering_industry_general"": [""麦当劳"", ""肯德基""]}","price_value,catering_industry_general",price_value,0.9,比较馒头价格,true,rule+llm
bilibili_comment:274687585889,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,在捶人界，没有任何人可以对抗牢罗，西贝糊涂啊,2025-09-15T00:28:59+08:00,2,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.75,LLM校正：主要调侃，未明确主题,,,other_unclear,0.75,主要调侃，未明确主题,true,rule+llm
bilibili_comment:274689673681,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,[doge],2025-09-15T01:00:50+08:00,7,mockery_meme,0.75,规则命中 mockery_meme 关键词：doge。,mockery_meme,0.8,LLM校正：仅表情[doge]，纯玩梗,"{""mockery_meme"": [""doge""]}",mockery_meme,mockery_meme,0.8,仅表情[doge]，纯玩梗,false,rule+llm
bilibili_comment:274689696081,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,两个没存在感的出来演场戏罢了，没这事我都快忘了这俩,2025-09-15T00:59:41+08:00,4,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.7,LLM校正：无实质主题,,,other_unclear,0.7,无实质主题,true,rule+llm
bilibili_comment:274693046273,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,老罗条理清晰思路也好怼王自如的那一期看的挺爽的，只不过他这人挺罕见的。。,2025-09-15T02:11:47+08:00,63,luoyonghao_persona,0.9,"规则命中 luoyonghao_persona 关键词：老罗, 王自如, 怼。",luoyonghao_persona,0.85,LLM校正：关键词'老罗',"{""luoyonghao_persona"": [""老罗"", ""王自如"", ""怼""]}",luoyonghao_persona,luoyonghao_persona,0.85,关键词'老罗',false,rule+llm
bilibili_comment:274698760529,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,神金，害我笑出了猪叫一下,2025-09-15T06:59:05+08:00,184,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：无实质主题内容,,,other_unclear,0.5,无实质主题内容,true,rule+llm
bilibili_comment:274700149617,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,罗老师，我要出这个，你该怎么防？,2025-09-15T07:42:57+08:00,659,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：未明确主题,,,other_unclear,0.5,未明确主题,true,rule+llm
bilibili_comment:274701064321,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,冶春的蟹黄汤包，20多一个，全是蟹黄跟蟹肉。厨师在后面现拆现包，全透明的窗户可看。他家也有速冻包子卖，但是跟堂食不是一个价格。,2025-09-15T08:05:55+08:00,397,consumer_right_to_know,0.75,规则命中 consumer_right_to_know 关键词：透明。,consumer_right_to_know,0.8,LLM校正：明确提及透明公开,"{""consumer_right_to_know"": [""透明""], ""price_value"": [""价格"", ""包子""]}","consumer_right_to_know,price_value",consumer_right_to_know,0.8,明确提及透明公开,true,rule+llm
bilibili_comment:274703921633,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,他这个还真不是预制菜 这个是冷冻半成品[喜极而泣],2025-09-15T09:04:17+08:00,2,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：预制菜, 冷冻, 预制。",prepared_food_authenticity,0.9,LLM校正：明确讨论预制菜和冷冻,"{""prepared_food_authenticity"": [""预制菜"", ""冷冻"", ""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.9,明确讨论预制菜和冷冻,false,rule+llm
bilibili_comment:274704495137,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,我同事，有点暴富的感觉。周末带孩子出去就喜欢去西贝。她自己说的，周围人都去，她也觉得干净健康。虽然偏贵，感觉也可以接受,2025-09-15T09:15:22+08:00,119,food_safety_child_meal,0.75,"规则命中 food_safety_child_meal 关键词：孩子, 健康。",food_safety_child_meal,0.7,LLM校正：涉及孩子和健康,"{""food_safety_child_meal"": [""孩子"", ""健康""], ""price_value"": [""贵""]}","food_safety_child_meal,price_value",food_safety_child_meal,0.7,涉及孩子和健康,true,rule+llm
bilibili_comment:274705411425,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,感觉是你是既没去过山姆，也没买过星巴克，也没吃过西贝，这西贝和这几家的overlap应该不怎么大,2025-09-15T09:32:41+08:00,967,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：未明确主题,,,other_unclear,0.5,未明确主题,true,rule+llm
bilibili_comment:274705446113,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,山姆和另外两个不一样[doge_金箍]，有的东西是真便宜,2025-09-15T09:33:05+08:00,220,price_value,0.6,规则命中 price_value 关键词：便宜。,price_value,0.6,LLM校正：提及便宜,"{""price_value"": [""便宜""], ""mockery_meme"": [""doge""]}","price_value,mockery_meme",price_value,0.6,提及便宜,true,rule+llm
bilibili_comment:274706184849,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,剧本哥能别逗我笑吗[汤圆],2025-09-15T09:44:33+08:00,29,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：无实质主题,,,other_unclear,0.5,无实质主题,true,rule+llm
bilibili_comment:274712277585,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,让一岁的小孩吃两岁的西兰花，真是照顾的好啊[吃瓜],2025-09-15T11:21:03+08:00,177,food_safety_child_meal,0.75,规则命中 food_safety_child_meal 关键词：小孩。,food_safety_child_meal,0.75,LLM校正：明确提及小孩,"{""food_safety_child_meal"": [""小孩""]}",food_safety_child_meal,food_safety_child_meal,0.75,明确提及小孩,false,rule+llm
bilibili_comment:274712571889,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,这个角度好！你去吃饭的重点居然不是味道好不好，食材是否新鲜，烹饪是否健康，而是能不能把娃的情绪价值拉满。可以可以[笑哭],2025-09-15T11:25:27+08:00,125,food_safety_child_meal,0.75,规则命中 food_safety_child_meal 关键词：健康。,food_safety_child_meal,0.7,LLM校正：涉及健康和娃,"{""food_safety_child_meal"": [""健康""], ""prepared_food_authenticity"": [""新鲜"", ""食材""]}","food_safety_child_meal,prepared_food_authenticity",food_safety_child_meal,0.7,涉及健康和娃,true,rule+llm
bilibili_comment:274714096833,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,我想卖八宝粥了有销路吗？20一碗古法熬制银鹭八宝粥,2025-09-15T11:46:55+08:00,89,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：未明确主题,,,other_unclear,0.5,未明确主题,true,rule+llm
bilibili_comment:274717342657,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,reply,罗老师，别这样。,2025-09-15T12:25:26+08:00,32,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.4,LLM校正：无实质内容,,,other_unclear,0.4,无实质内容,true,rule+llm
bilibili_comment:274723643361,bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,comment,[吃瓜]一个买办和一个老赖互相吐口水,2025-09-15T13:41:27+08:00,0,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：无实质主题,,,other_unclear,0.5,无实质主题,true,rule+llm
bilibili_comment:274723924225,bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,comment,现实很魔幻[doge],2025-09-15T13:43:52+08:00,0,mockery_meme,0.75,规则命中 mockery_meme 关键词：doge。,mockery_meme,0.6,LLM校正：使用doge表情，调侃为主,"{""mockery_meme"": [""doge""]}",mockery_meme,mockery_meme,0.6,使用doge表情，调侃为主,true,rule+llm
bilibili_comment:274724652689,bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,comment,"一岁的汤两岁的菜，两岁的羊排西贝的爱
愿大家早日吃上西贝永垂不朽套餐",2025-09-15T13:54:29+08:00,4,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：讽刺但无明确主题,,,other_unclear,0.5,讽刺但无明确主题,true,rule+llm
bilibili_comment:274724824129,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,西贝不至于拿命演吧，这得收了罗多大的好处配合他[笑哭],2025-09-15T13:57:01+08:00,26,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.5,LLM校正：无实质主题,,,other_unclear,0.5,无实质主题,true,rule+llm
bilibili_comment:274726219297,bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,comment,没评论吗,2025-09-15T14:19:23+08:00,0,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.4,LLM校正：无意义评论,,,other_unclear,0.4,无意义评论,true,rule+llm
bilibili_comment:274726638337,bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,comment,有钱/穷都在吃现做，就中间的吃这些[doge],2025-09-15T14:30:11+08:00,4,prepared_food_authenticity,0.6,规则命中 prepared_food_authenticity 关键词：现做。,prepared_food_authenticity,0.7,LLM校正：提及现做,"{""prepared_food_authenticity"": [""现做""], ""mockery_meme"": [""doge""]}","prepared_food_authenticity,mockery_meme",prepared_food_authenticity,0.7,提及现做,true,rule+llm
bilibili_comment:274727654625,bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,comment,西贝：现做鸡汤来咯……,2025-09-15T14:43:22+08:00,6,prepared_food_authenticity,0.75,规则命中 prepared_food_authenticity 关键词：现做。,prepared_food_authenticity,0.8,LLM校正：明确提及现做,"{""prepared_food_authenticity"": [""现做""]}",prepared_food_authenticity,prepared_food_authenticity,0.8,明确提及现做,false,rule+llm
bilibili_comment:274732644129,bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,comment,"不是预制菜的问题，而是说你打着新鲜现做的名义在卖着预制菜
消费者以为人均100多的消费吃到的是新鲜的菜。
结果后厨一堆冻品",2025-09-15T16:02:19+08:00,12,consumer_right_to_know,0.75,规则命中 consumer_right_to_know 关键词：消费者。,consumer_right_to_know,0.85,LLM校正：明确讨论消费者知情权,"{""consumer_right_to_know"": [""消费者""], ""prepared_food_authenticity"": [""预制菜"", ""现做"", ""新鲜"", ""预制""], ""price_value"": [""人均""], ""catering_industry_general"": [""后厨""]}","consumer_right_to_know,prepared_food_authenticity,price_value,catering_industry_general",consumer_right_to_know,0.85,明确讨论消费者知情权,true,rule+llm
bilibili_comment:274737382129,bilibili_video:115206659249643,罗永浩与西贝争论事件原委 一条视频告诉你,comment,吃着预制面骂预制菜[呲牙][呲牙][呲牙],2025-09-15T17:13:38+08:00,0,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：预制菜, 预制。",prepared_food_authenticity,0.9,LLM校正：明确提到预制菜，属于实质主题。,"{""prepared_food_authenticity"": [""预制菜"", ""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.9,明确提到预制菜，属于实质主题。,false,rule+llm
bilibili_comment:274742799089,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,我在杭州格力园区的五器厂（或者说五器部，内部叫五器厂）做过，国外订单用的材料和品控就是比国内好。我现在做的行业内，外国订单用的原材料比国内订单用的原材料好也是默认的,2025-09-15T18:25:02+08:00,8,catering_industry_general,0.75,规则命中 catering_industry_general 关键词：行业。,catering_industry_general,0.85,LLM校正：讨论国内外材料品控差异，属于行业共性。,"{""catering_industry_general"": [""行业""]}",catering_industry_general,catering_industry_general,0.85,讨论国内外材料品控差异，属于行业共性。,false,rule+llm
bilibili_comment:274750534097,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,我留学过，我有发言权！我海外买的吹风机，国内产的，也就花了我二十多，你知道有多好用吗！？真的比国内牌子上百的，还好用！真的离谱！而且它还是杂牌！,2025-09-15T19:55:05+08:00,10,mockery_meme,0.75,规则命中 mockery_meme 关键词：离谱。,catering_industry_general,0.7,LLM校正：以留学经历对比国内外产品，虽调侃但具实质行业内容。,"{""mockery_meme"": [""离谱""]}",mockery_meme,catering_industry_general,0.7,以留学经历对比国内外产品，虽调侃但具实质行业内容。,false,rule+llm
bilibili_comment:274751553121,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,西贝以前也卖过这个，别人店现成的零售价才18还是28，西贝卖88一个。,2025-09-15T20:05:37+08:00,52,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,price_value,0.9,LLM校正：明确比较西贝与其它店价格，属价格主题。,,,price_value,0.9,明确比较西贝与其它店价格，属价格主题。,true,rule+llm
bilibili_comment:274764998849,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,商场电磁炉一样可以炒菜啊，怎么还有洗地说商场不能明火全是预制。我暑假在商场一家店干，煲仔，炒菜，干锅，粉面。除了小吃，其他全是生的现炒现卖,2025-09-15T22:38:22+08:00,1,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：现炒, 预制。",prepared_food_authenticity,0.9,LLM校正：反驳商场不能明火全是预制，强调现炒现卖，属预制菜主题。,"{""prepared_food_authenticity"": [""现炒"", ""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.9,反驳商场不能明火全是预制，强调现炒现卖，属预制菜主题。,false,rule+llm
bilibili_comment:274765335329,bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,comment,如果西贝不是开放厨房，里边厨师得少一半，一个人看一排锅，还可以早上过去加工一大桶，一桌盛一碗，做完全部进保温柜，服务员直接上菜，适合做外卖店走薄利多销，一桌700预制菜就很奇怪，不如直接自己买原材料多出来的差价请个厨师上门炒菜，做一桌子菜300我觉得多的是人上门炒，成品半成品本质上都是为了节约人工成本，三个人事被一个人干完了，原料成本变低了，还越卖越贵就很不合理，如果饭店开不起工资了，或者运营困难，让厨师走飞锅我觉得挺好的[吃瓜],2025-09-15T22:41:15+08:00,1,prepared_food_authenticity,0.75,"规则命中 prepared_food_authenticity 关键词：预制菜, 预制。",prepared_food_authenticity,0.9,LLM校正：批判预制菜不合理，讨论现做与成本，核心为预制菜。,"{""prepared_food_authenticity"": [""预制菜"", ""预制""], ""price_value"": [""贵""], ""catering_industry_general"": [""外卖"", ""饭店""]}","prepared_food_authenticity,price_value,catering_industry_general",prepared_food_authenticity,0.9,批判预制菜不合理，讨论现做与成本，核心为预制菜。,true,rule+llm
bilibili_comment:274766176305,bilibili_video:115206827021040,罗永浩与西贝预制菜之争持续发酵，西贝自证变自爆“大翻车”，媒体评：尊重消费者知情权，自然有人为“真诚”买单,comment,罗放弃了，不打了，以退为进。,2025-09-15T22:49:29+08:00,0,other_unclear,0.4,未命中明确主题关键词，暂归为其他/不明确。,other_unclear,0.6,LLM校正：简短评论罗永浩行为，未明确主题。,,,other_unclear,0.6,简短评论罗永浩行为，未明确主题。,true,rule+llm
bilibili_comment:274774338337,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,谁把预制菜放我家冰箱了,2025-09-16T00:28:01+08:00,2,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：预制菜, 预制。",prepared_food_authenticity,0.9,LLM校正：直接提及预制菜。,"{""prepared_food_authenticity"": [""预制菜"", ""预制""]}",prepared_food_authenticity,prepared_food_authenticity,0.9,直接提及预制菜。,false,rule+llm
bilibili_comment:274789138817,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,有没有可能他标的不是价格是馒头的年龄？,2025-09-16T08:54:37+08:00,116,price_value,0.9,"规则命中 price_value 关键词：价格, 馒头。",price_value,0.9,LLM校正：以馒头年龄调侃价格，实质是价格主题。,"{""price_value"": [""价格"", ""馒头""]}",price_value,price_value,0.9,以馒头年龄调侃价格，实质是价格主题。,false,rule+llm
bilibili_comment:274790122849,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,comment,在西贝旁边开一个东贝。西贝炒不了的菜我东贝炒，西贝煲不了的汤我东贝煲。一句话， 西贝做得了的菜我东贝要做，西贝做不了的菜我更要做。新鲜食材，当天现炒，这，就是——东贝,2025-09-16T09:11:59+08:00,743,prepared_food_authenticity,0.9,"规则命中 prepared_food_authenticity 关键词：现炒, 新鲜, 食材。",prepared_food_authenticity,0.9,LLM校正：主张新鲜食材、当天现炒，与预制菜对立。,"{""prepared_food_authenticity"": [""现炒"", ""新鲜"", ""食材""]}",prepared_food_authenticity,prepared_food_authenticity,0.9,主张新鲜食材、当天现炒，与预制菜对立。,false,rule+llm
