content_id,source_id,source_title,content_type,content_text,topic_label,created_at,like_count,rule_sentiment_label,rule_sentiment_confidence,rule_sentiment_reason,rule_stance_label,rule_stance_confidence,rule_stance_reason,sentiment_label,sentiment_confidence,sentiment_reason,stance_label,stance_confidence,stance_reason,matched_keywords,sentiment_candidate_labels,stance_candidate_labels,llm_sentiment_label,llm_sentiment_confidence,llm_sentiment_reason,llm_stance_label,llm_stance_confidence,llm_stance_reason,need_review,label_method
bilibili_comment:274617963889,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,不不不30多一桶,other_unclear,2025-09-14T11:46:59+08:00,575,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.95,LLM校正：客观纠正价格信息,unclear_meme,0.8,LLM校正：仅讨论价格细节，无立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.95,客观纠正价格信息,unclear_meme,0.8,仅讨论价格细节，无立场,true,rule+llm
bilibili_comment:274618546017,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,不行，因为没有油烟机，油烟出不去[笑哭],other_unclear,2025-09-14T11:53:09+08:00,476,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.9,LLM校正：客观陈述原因,unclear_meme,0.8,LLM校正：与主事件无关,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.9,客观陈述原因,unclear_meme,0.8,与主事件无关,true,rule+llm
bilibili_comment:274621398289,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,我付的菜钱是包含：原材料、切菜、炒菜的。现在切这一步直接没了，炒也简化了，然后还要卖那么贵的价格，合理吗？,price_value,2025-09-14T12:20:03+08:00,1,negative,0.75,规则命中 negative 关键词：贵。,unclear_meme,0.4,未命中明确线索。,negative,0.85,LLM校正：质疑西贝定价不合理,unclear_meme,0.7,LLM校正：虽质疑定价但未明确指向西贝或罗永浩,"{""sentiment"": {""negative"": [""贵""]}, ""stance"": {}}",negative,,negative,0.85,质疑西贝定价不合理,unclear_meme,0.7,虽质疑定价但未明确指向西贝或罗永浩,true,rule+llm
bilibili_comment:274622695761,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,鸡汤是这么现熬的[笑哭]我要笑死了～一份鸡汤山药豆腐汤卖43[doge],mockery_meme,2025-09-14T12:33:27+08:00,498,sarcastic,0.9,"规则命中 sarcastic 关键词：笑死, doge。",unclear_meme,0.9,"规则命中 unclear_meme 关键词：笑死, doge。",sarcastic,0.9,LLM校正：用[笑哭]和[doge]嘲讽鸡汤定价,unclear_meme,0.8,LLM校正：主要玩梗，立场不明,"{""sentiment"": {""sarcastic"": [""笑死"", ""doge""]}, ""stance"": {""unclear_meme"": [""笑死"", ""doge""]}}",sarcastic,unclear_meme,sarcastic,0.9,用[笑哭]和[doge]嘲讽鸡汤定价,unclear_meme,0.8,主要玩梗，立场不明,true,rule+llm
bilibili_comment:274623391985,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,这是我能接受的预制菜，两个菜26.8[脱单doge]15分钟出餐，一人食友好,prepared_food_authenticity,2025-09-14T12:39:57+08:00,738,sarcastic,0.75,规则命中 sarcastic 关键词：doge。,question_xibei,0.6,规则命中 question_xibei 关键词：预制菜。,sarcastic,0.85,LLM校正：用自己能接受的预制菜对比西贝，暗讽,question_xibei,0.85,LLM校正：通过对比暗示西贝预制菜性价比低,"{""sentiment"": {""sarcastic"": [""doge""]}, ""stance"": {""question_xibei"": [""预制菜""], ""unclear_meme"": [""doge""]}}",sarcastic,"question_xibei,unclear_meme",sarcastic,0.85,用自己能接受的预制菜对比西贝，暗讽,question_xibei,0.85,通过对比暗示西贝预制菜性价比低,true,rule+llm
bilibili_comment:274632291617,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,我考这确实大,other_unclear,2025-09-14T14:13:16+08:00,134,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.95,LLM校正：客观评论大小,unclear_meme,0.8,LLM校正：与事件无关,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.95,客观评论大小,unclear_meme,0.8,与事件无关,true,rule+llm
bilibili_comment:274632996561,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,笑喷了,mockery_meme,2025-09-14T14:21:12+08:00,156,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.85,LLM校正：简短反应，无情绪色彩,unclear_meme,0.85,LLM校正：文字过短，无法判断,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.85,简短反应，无情绪色彩,unclear_meme,0.85,文字过短，无法判断,true,rule+llm
bilibili_comment:274633406769,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,兄弟们 我昨天去了哈哈哈哈 43元的炒鸡蛋[笑哭],mockery_meme,2025-09-14T14:26:39+08:00,2678,sarcastic,0.75,规则命中 sarcastic 关键词：哈哈。,unclear_meme,0.75,规则命中 unclear_meme 关键词：哈哈。,sarcastic,0.9,LLM校正：用感叹和[笑哭]嘲讽43元炒鸡蛋,unclear_meme,0.75,LLM校正：主要宣泄情绪，未明确指向西贝或罗永浩,"{""sentiment"": {""sarcastic"": [""哈哈""]}, ""stance"": {""unclear_meme"": [""哈哈""]}}",sarcastic,unclear_meme,sarcastic,0.9,用感叹和[笑哭]嘲讽43元炒鸡蛋,unclear_meme,0.75,主要宣泄情绪，未明确指向西贝或罗永浩,true,rule+llm
bilibili_comment:274636672241,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,一个理想主义者的奋斗故事,luoyonghao_persona,2025-09-14T15:04:58+08:00,18,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.85,LLM校正：客观评价罗永浩奋斗故事,unclear_meme,0.75,LLM校正：不涉及西贝事件具体立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.85,客观评价罗永浩奋斗故事,unclear_meme,0.75,不涉及西贝事件具体立场,true,rule+llm
bilibili_comment:274637461153,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,合肥16块的大肉饭,other_unclear,2025-09-14T15:13:54+08:00,66,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.95,LLM校正：客观列举价格,unclear_meme,0.8,LLM校正：与事件无关,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.95,客观列举价格,unclear_meme,0.8,与事件无关,true,rule+llm
bilibili_comment:274638094433,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,reply,你是没看视频么？这就不是他直播的技术团队,luoyonghao_persona,2025-09-14T15:22:24+08:00,12,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.75,LLM校正：客观反驳，情绪中性,unclear_meme,0.75,LLM校正：指代不明，无法判断立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.75,客观反驳，情绪中性,unclear_meme,0.75,指代不明，无法判断立场,true,rule+llm
bilibili_comment:274642205793,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,你老板这辈子有了[支持],other_unclear,2025-09-14T16:14:35+08:00,71,positive,0.75,规则命中 positive 关键词：支持。,unclear_meme,0.4,未命中明确线索。,positive,0.7,LLM校正：表情[支持]表达正面情绪,unclear_meme,0.7,LLM校正：指代不明，无法判断支持对象,"{""sentiment"": {""positive"": [""支持""]}, ""stance"": {}}",positive,,positive,0.7,表情[支持]表达正面情绪,unclear_meme,0.7,指代不明，无法判断支持对象,true,rule+llm
bilibili_comment:274643018097,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,一桌菜只有客人是现宰的[大哭],prepared_food_authenticity,2025-09-14T16:25:10+08:00,10287,sarcastic,0.9,"规则命中 sarcastic 关键词：大哭, 现宰。",question_xibei,0.6,规则命中 question_xibei 关键词：现宰。,sarcastic,0.85,LLM校正：反讽客人是现宰的，夸张调侃,question_xibei,0.85,LLM校正：讽刺西贝食材非现做，质疑真实性,"{""sentiment"": {""sarcastic"": [""大哭"", ""现宰""]}, ""stance"": {""question_xibei"": [""现宰""], ""unclear_meme"": [""大哭""]}}",sarcastic,"question_xibei,unclear_meme",sarcastic,0.85,反讽客人是现宰的，夸张调侃,question_xibei,0.85,讽刺西贝食材非现做，质疑真实性,true,rule+llm
bilibili_comment:274643430497,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,莫名被内涵到。,other_unclear,2025-09-14T16:30:16+08:00,253,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.65,LLM校正：陈述个人感受，情绪中性,unclear_meme,0.65,LLM校正：表达模糊，无法判断立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.65,陈述个人感受，情绪中性,unclear_meme,0.65,表达模糊，无法判断立场,true,rule+llm
bilibili_comment:274643876033,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,第一眼，43元的炒鸡也不贵啊，仔细一看，什么！鸡蛋！长见识了，老家的土鸡蛋都不敢这么贵,price_value,2025-09-14T16:35:06+08:00,697,negative,0.75,规则命中 negative 关键词：贵。,unclear_meme,0.4,未命中明确线索。,negative,0.88,LLM校正：对43元炒鸡蛋表达惊讶和不满,question_xibei,0.88,LLM校正：质疑西贝高价，对价格不满,"{""sentiment"": {""negative"": [""贵""]}, ""stance"": {}}",negative,,negative,0.88,对43元炒鸡蛋表达惊讶和不满,question_xibei,0.88,质疑西贝高价，对价格不满,false,rule+llm
bilibili_comment:274644526577,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,西贝供应商，鉴定完毕,other_unclear,2025-09-14T16:42:48+08:00,90,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.7,LLM校正：客观鉴定，略带调侃但情绪中性,question_xibei,0.7,LLM校正：暗示对方是供应商，质疑西贝公关,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.7,客观鉴定，略带调侃但情绪中性,question_xibei,0.7,暗示对方是供应商，质疑西贝公关,false,rule+llm
bilibili_comment:274645591361,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,你这俩菜都不够人贾老板家一盘炒鸡蛋的,other_unclear,2025-09-14T16:57:09+08:00,274,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.7,LLM校正：价格比较，情绪中性,unclear_meme,0.7,LLM校正：提及贾老板，立场不明确,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.7,价格比较，情绪中性,unclear_meme,0.7,提及贾老板，立场不明确,true,rule+llm
bilibili_comment:274645942209,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,一般馒头都是75克湿面一个，大概是50克干面。五得利五星面粉价格是一块五一斤。一个馒头一毛五的面钱。五得利五星粉就是很好很好的面了。,price_value,2025-09-14T16:58:38+08:00,24,neutral,0.4,未命中明确线索。,neutral_discussion,0.75,规则命中 neutral_discussion 关键词：一般。,neutral,0.9,LLM校正：客观计算成本，无情绪色彩,neutral_discussion,0.9,LLM校正：事实讨论馒头成本，无站队,"{""sentiment"": {}, ""stance"": {""neutral_discussion"": [""一般""]}}",,neutral_discussion,neutral,0.9,客观计算成本，无情绪色彩,neutral_discussion,0.9,事实讨论馒头成本，无站队,false,rule+llm
bilibili_comment:274647549793,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,鸡熬不住了让鹰来,other_unclear,2025-09-14T17:17:50+08:00,38,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.6,LLM校正：玩梗，情绪中性,unclear_meme,0.6,LLM校正：玩梗，无法判断立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.6,玩梗，情绪中性,unclear_meme,0.6,玩梗，无法判断立场,true,rule+llm
bilibili_comment:274649097281,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,西贝在自救跟自证之间选择了自杀[笑哭],brand_pr_crisis,2025-09-14T17:35:22+08:00,369,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,sarcastic,0.85,LLM校正：文字反讽，配笑哭表情,question_xibei,0.85,LLM校正：讽刺西贝公关行为不当,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,sarcastic,0.85,文字反讽，配笑哭表情,question_xibei,0.85,讽刺西贝公关行为不当,true,rule+llm
bilibili_comment:274669476337,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,你这个结论很早就有了，不过很对,other_unclear,2025-09-14T21:10:53+08:00,187,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.65,LLM校正：认可结论，情绪中性,unclear_meme,0.65,LLM校正：指代不明，无法判断立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.65,认可结论，情绪中性,unclear_meme,0.65,指代不明，无法判断立场,true,rule+llm
bilibili_comment:274670333825,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,我们方便面都是现做的[doge_金箍],prepared_food_authenticity,2025-09-14T21:19:56+08:00,49,sarcastic,0.75,规则命中 sarcastic 关键词：doge。,unclear_meme,0.75,规则命中 unclear_meme 关键词：doge。,sarcastic,0.8,LLM校正：反讽方便面现做，夸张调侃,question_xibei,0.8,LLM校正：讽刺西贝预制菜声称现做,"{""sentiment"": {""sarcastic"": [""doge""]}, ""stance"": {""unclear_meme"": [""doge""]}}",sarcastic,unclear_meme,sarcastic,0.8,反讽方便面现做，夸张调侃,question_xibei,0.8,讽刺西贝预制菜声称现做,true,rule+llm
bilibili_comment:274680150929,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,有一说一老罗还是可以的，,luoyonghao_persona,2025-09-14T23:02:25+08:00,6,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：肯定但克制，情绪中性,support_luoyonghao,0.8,LLM校正：认可老罗为人,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,肯定但克制，情绪中性,support_luoyonghao,0.8,认可老罗为人,false,rule+llm
bilibili_comment:274685372065,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,715干32年，这不得熬成人干？这个钱该你赚。,other_unclear,2025-09-14T23:59:57+08:00,21,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,negative,0.65,LLM校正：对715工作制不满，讽刺语气,unclear_meme,0.65,LLM校正：提及工作制，但立场不明确,"{""sentiment"": {}, ""stance"": {}}",,,negative,0.65,对715工作制不满，讽刺语气,unclear_meme,0.65,提及工作制，但立场不明确,true,rule+llm
bilibili_comment:274686159985,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,那你怎么保证食材呢？像西贝这种，有些就是食材冷冻，但是没加调料，需要二次加工的，那咋整？╮(╯＿╰)╭,prepared_food_authenticity,2025-09-15T00:12:33+08:00,96,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.8,LLM校正：提问，情绪中性,question_xibei,0.8,LLM校正：质疑西贝食材真实性,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.8,提问，情绪中性,question_xibei,0.8,质疑西贝食材真实性,false,rule+llm
bilibili_comment:274686494097,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,reply,肯德基麦当劳还没这个西北贝的馒头贵[笑哭],price_value,2025-09-15T00:14:00+08:00,12,negative,0.75,规则命中 negative 关键词：贵。,neutral_discussion,0.9,"规则命中 neutral_discussion 关键词：麦当劳, 肯德基。",negative,0.85,LLM校正：批评西贝馒头价格高于肯德基麦当劳,question_xibei,0.85,LLM校正：质疑西贝高价,"{""sentiment"": {""negative"": [""贵""]}, ""stance"": {""neutral_discussion"": [""麦当劳"", ""肯德基""]}}",negative,neutral_discussion,negative,0.85,批评西贝馒头价格高于肯德基麦当劳,question_xibei,0.85,质疑西贝高价,false,rule+llm
bilibili_comment:274687585889,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,在捶人界，没有任何人可以对抗牢罗，西贝糊涂啊,other_unclear,2025-09-15T00:28:59+08:00,2,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.8,LLM校正：陈述观点，情绪中性,question_xibei,0.8,LLM校正：说西贝糊涂，质疑其选择,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.8,陈述观点，情绪中性,question_xibei,0.8,说西贝糊涂，质疑其选择,false,rule+llm
bilibili_comment:274689673681,bilibili_video:115191693968861,罗永浩9月12日西贝门事件直播全程,comment,[doge],mockery_meme,2025-09-15T01:00:50+08:00,7,sarcastic,0.75,规则命中 sarcastic 关键词：doge。,unclear_meme,0.75,规则命中 unclear_meme 关键词：doge。,sarcastic,0.6,LLM校正：doge表情表示调侃,unclear_meme,0.6,LLM校正：只有表情，无法判断立场,"{""sentiment"": {""sarcastic"": [""doge""]}, ""stance"": {""unclear_meme"": [""doge""]}}",sarcastic,unclear_meme,sarcastic,0.6,doge表情表示调侃,unclear_meme,0.6,只有表情，无法判断立场,true,rule+llm
bilibili_comment:274689696081,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,两个没存在感的出来演场戏罢了，没这事我都快忘了这俩,other_unclear,2025-09-15T00:59:41+08:00,4,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,negative,0.7,LLM校正：贬低两者，视为演戏,unclear_meme,0.7,LLM校正：同时批评双方，无法明确判断立场,"{""sentiment"": {}, ""stance"": {}}",,,negative,0.7,贬低两者，视为演戏,unclear_meme,0.7,同时批评双方，无法明确判断立场,true,rule+llm
bilibili_comment:274693046273,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,老罗条理清晰思路也好怼王自如的那一期看的挺爽的，只不过他这人挺罕见的。。,luoyonghao_persona,2025-09-15T02:11:47+08:00,63,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.75,LLM校正：客观评价，略带保留,support_luoyonghao,0.75,LLM校正：认可老罗能力，偏向支持,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.75,客观评价，略带保留,support_luoyonghao,0.75,认可老罗能力，偏向支持,false,rule+llm
bilibili_comment:274698760529,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,神金，害我笑出了猪叫一下,other_unclear,2025-09-15T06:59:05+08:00,184,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：调侃语气，无明显情绪倾向,unclear_meme,0.8,LLM校正：主要为玩梗，立场不明,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,调侃语气，无明显情绪倾向,unclear_meme,0.8,主要为玩梗，立场不明,true,rule+llm
bilibili_comment:274700149617,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,comment,罗老师，我要出这个，你该怎么防？,other_unclear,2025-09-15T07:42:57+08:00,659,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：询问语气，无情绪色彩,unclear_meme,0.8,LLM校正：玩梗，无法判断立场,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,询问语气，无情绪色彩,unclear_meme,0.8,玩梗，无法判断立场,true,rule+llm
bilibili_comment:274701064321,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,冶春的蟹黄汤包，20多一个，全是蟹黄跟蟹肉。厨师在后面现拆现包，全透明的窗户可看。他家也有速冻包子卖，但是跟堂食不是一个价格。,consumer_right_to_know,2025-09-15T08:05:55+08:00,397,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：客观陈述事实，无情绪,unclear_meme,0.8,LLM校正：事实补充，未明显站队,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,客观陈述事实，无情绪,unclear_meme,0.8,事实补充，未明显站队,true,rule+llm
bilibili_comment:274703921633,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,他这个还真不是预制菜 这个是冷冻半成品[喜极而泣],prepared_food_authenticity,2025-09-15T09:04:17+08:00,2,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：预制菜。,neutral,0.8,LLM校正：客观指出差异，无情绪,question_xibei,0.8,LLM校正：质疑西贝不是预制菜的说法,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""预制菜""]}}",,question_xibei,neutral,0.8,客观指出差异，无情绪,question_xibei,0.8,质疑西贝不是预制菜的说法,false,rule+llm
bilibili_comment:274704495137,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,我同事，有点暴富的感觉。周末带孩子出去就喜欢去西贝。她自己说的，周围人都去，她也觉得干净健康。虽然偏贵，感觉也可以接受,food_safety_child_meal,2025-09-15T09:15:22+08:00,119,negative,0.75,规则命中 negative 关键词：贵。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,negative,0.8,LLM校正：暗示盲目跟风，态度消极,question_xibei,0.8,LLM校正：质疑西贝的价高和跟风现象,"{""sentiment"": {""negative"": [""贵""]}, ""stance"": {""question_xibei"": [""西贝""]}}",negative,question_xibei,negative,0.8,暗示盲目跟风，态度消极,question_xibei,0.8,质疑西贝的价高和跟风现象,false,rule+llm
bilibili_comment:274705411425,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,感觉是你是既没去过山姆，也没买过星巴克，也没吃过西贝，这西贝和这几家的overlap应该不怎么大,other_unclear,2025-09-15T09:32:41+08:00,967,neutral,0.4,未命中明确线索。,question_xibei,0.75,规则命中 question_xibei 关键词：西贝。,neutral,0.8,LLM校正：客观反驳，情绪平稳,question_xibei,0.8,LLM校正：质疑评论者观点，间接质疑西贝,"{""sentiment"": {}, ""stance"": {""question_xibei"": [""西贝""]}}",,question_xibei,neutral,0.8,客观反驳，情绪平稳,question_xibei,0.8,质疑评论者观点，间接质疑西贝,false,rule+llm
bilibili_comment:274705446113,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,山姆和另外两个不一样[doge_金箍]，有的东西是真便宜,price_value,2025-09-15T09:33:05+08:00,220,sarcastic,0.75,规则命中 sarcastic 关键词：doge。,unclear_meme,0.75,规则命中 unclear_meme 关键词：doge。,sarcastic,0.8,LLM校正：使用表情和反讽语气,unclear_meme,0.8,LLM校正：玩梗为主，立场不明确,"{""sentiment"": {""sarcastic"": [""doge""]}, ""stance"": {""unclear_meme"": [""doge""]}}",sarcastic,unclear_meme,sarcastic,0.8,使用表情和反讽语气,unclear_meme,0.8,玩梗为主，立场不明确,true,rule+llm
bilibili_comment:274706184849,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,剧本哥能别逗我笑吗[汤圆],other_unclear,2025-09-15T09:44:33+08:00,29,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：调侃但无强烈情绪,unclear_meme,0.8,LLM校正：玩梗，立场不明,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,调侃但无强烈情绪,unclear_meme,0.8,玩梗，立场不明,true,rule+llm
bilibili_comment:274712277585,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,让一岁的小孩吃两岁的西兰花，真是照顾的好啊[吃瓜],food_safety_child_meal,2025-09-15T11:21:03+08:00,177,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：陈述事实，略带讽刺但情绪弱,unclear_meme,0.8,LLM校正：玩梗讽刺，立场不明确,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,陈述事实，略带讽刺但情绪弱,unclear_meme,0.8,玩梗讽刺，立场不明确,true,rule+llm
bilibili_comment:274712571889,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,这个角度好！你去吃饭的重点居然不是味道好不好，食材是否新鲜，烹饪是否健康，而是能不能把娃的情绪价值拉满。可以可以[笑哭],food_safety_child_meal,2025-09-15T11:25:27+08:00,125,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：客观评论，无强烈情绪,unclear_meme,0.8,LLM校正：讨论角度，未明显站队,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,客观评论，无强烈情绪,unclear_meme,0.8,讨论角度，未明显站队,true,rule+llm
bilibili_comment:274714096833,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,comment,我想卖八宝粥了有销路吗？20一碗古法熬制银鹭八宝粥,other_unclear,2025-09-15T11:46:55+08:00,89,neutral,0.4,未命中明确线索。,unclear_meme,0.4,未命中明确线索。,neutral,0.8,LLM校正：调侃性提问，情绪中性,unclear_meme,0.8,LLM校正：玩梗，立场不明,"{""sentiment"": {}, ""stance"": {}}",,,neutral,0.8,调侃性提问，情绪中性,unclear_meme,0.8,玩梗，立场不明,true,rule+llm
